Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Brazil,BRA,2004,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-17984.8046875
Brazil,BRA,2003,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-17547.421875
Brazil,BRA,2002,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-15856.38671875
Brazil,BRA,2001,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-14040.26171875
Brazil,BRA,2000,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-17469.76953125
Brazil,BRA,1999,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-13747.58203125
Brazil,BRA,1998,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-15374.029296875
Brazil,BRA,1997,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-15411.361328125
Brazil,BRA,1996,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-15427.7421875
Brazil,BRA,1995,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-14670.880859375
Brazil,BRA,1994,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-14700.13671875
Brazil,BRA,1993,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-14610.974609375
Brazil,BRA,1992,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-12851.241210938
Brazil,BRA,1991,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-13521.771484375
Brazil,BRA,1990,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-13684.25390625
Brazil,BRA,1989,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,800860.00240625
Brazil,BRA,1988,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,792279.215882812
Brazil,BRA,1987,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,933248.698898437
Brazil,BRA,1986,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,770917.3625625
Brazil,BRA,1985,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,727147.3091875
Brazil,BRA,1984,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,687466.52353125
Brazil,BRA,1983,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,866006.879695312
Brazil,BRA,1982,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,849106.00771875
Brazil,BRA,1981,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,805651.292867187
Brazil,BRA,1980,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,885050.424554687
Brazil,BRA,1979,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,831776.012414062
Brazil,BRA,1978,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,787376.837578125
Brazil,BRA,1977,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,653738.691683594
Brazil,BRA,1976,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,841514.599261719
Brazil,BRA,1975,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,728692.073605469
Brazil,BRA,1974,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,645415.79465625
Brazil,BRA,1973,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,603518.124683594
Brazil,BRA,1972,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,720044.187273437
Brazil,BRA,1971,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,594544.586691406
Brazil,BRA,1970,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,842173.476566406
Brazil,BRA,2012,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,99.3369745318398
Brazil,BRA,2011,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,99.3369745318398
Brazil,BRA,2010,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,99.3369745318398
Brazil,BRA,2009,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-76.2467921721542
Brazil,BRA,2008,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-44.001515098425
Brazil,BRA,2007,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,87.7354271712349
Brazil,BRA,2006,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-28.295632241108
Brazil,BRA,2005,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,41.625587566787
Brazil,BRA,2004,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,1.46491608002608
Brazil,BRA,2003,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-27.5003170833507
Brazil,BRA,2002,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-26.7698696123495
Brazil,BRA,2001,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-58.5600850459936
Brazil,BRA,2000,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-59.8940983536643
Brazil,BRA,1999,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-20.2027572028915
Brazil,BRA,1998,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,51.1941750389045
Brazil,BRA,1997,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-10.8163202806098
Brazil,BRA,1996,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-11.6317648364725
Brazil,BRA,1995,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-14.4078568471
Brazil,BRA,1994,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-22.049568343192
Brazil,BRA,1993,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,9.66156844113237
Brazil,BRA,1992,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,0.176383033192917
Brazil,BRA,1991,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-5.41643472169748
Brazil,BRA,2018,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1032640
Brazil,BRA,2017,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1064920
Brazil,BRA,2016,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1051690
Brazil,BRA,2015,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1082700
Brazil,BRA,2014,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1105900
Brazil,BRA,2013,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1070850
Brazil,BRA,2012,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1042040
Brazil,BRA,2011,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1004840
Brazil,BRA,2010,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,986440
Brazil,BRA,2009,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,905490
Brazil,BRA,2008,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,924380
Brazil,BRA,2007,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,911240
Brazil,BRA,2006,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,886910
Brazil,BRA,2005,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,888930
Brazil,BRA,2004,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,883460
Brazil,BRA,2003,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,837390
Brazil,BRA,2002,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,823220
Brazil,BRA,2001,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,796350
Brazil,BRA,2000,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,765600
Brazil,BRA,1999,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,752070
Brazil,BRA,1998,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,736040
Brazil,BRA,1997,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,713090
Brazil,BRA,1996,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,685170
Brazil,BRA,1995,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,677740
Brazil,BRA,1994,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,657690
Brazil,BRA,1993,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,641360
Brazil,BRA,1992,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,631150
Brazil,BRA,1991,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,621220
Brazil,BRA,1990,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,593950
Brazil,BRA,1989,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1476408.951
Brazil,BRA,1988,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1454114.831
Brazil,BRA,1987,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1612857.168
Brazil,BRA,1986,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1405162.361
Brazil,BRA,1985,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1322535.347
Brazil,BRA,1984,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1260054.274
Brazil,BRA,1983,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1458951.572
Brazil,BRA,1982,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1445809.236
Brazil,BRA,1981,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1392080.679
Brazil,BRA,1980,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1499555.516
Brazil,BRA,1979,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1415028.578
Brazil,BRA,1978,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1343364.23
Brazil,BRA,1977,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1173040.901
Brazil,BRA,1976,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1384864.346
Brazil,BRA,1975,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1214606.743
Brazil,BRA,1974,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1098489.802
Brazil,BRA,1973,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1022867.644
Brazil,BRA,1972,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1138194.337
Brazil,BRA,1971,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,968552.518
Brazil,BRA,1970,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1260982.146
Brazil,BRA,2012,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,86.1163357376536
Brazil,BRA,2011,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,83.8515352048265
Brazil,BRA,2010,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,80.688939898875
Brazil,BRA,2009,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-24.5447412834179
Brazil,BRA,2008,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-4.56662170038168
Brazil,BRA,2007,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,68.3154556988772
Brazil,BRA,2006,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,0.92577571834731
Brazil,BRA,2005,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,48.5758817038477
Brazil,BRA,2004,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,22.4888530002777
Brazil,BRA,2003,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,1.142152869596
Brazil,BRA,2002,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-0.895417782449515
Brazil,BRA,2001,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-20.4679083255782
Brazil,BRA,2000,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-23.8810032964234
Brazil,BRA,1999,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-0.644129864084086
Brazil,BRA,1998,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,40.9359030657955
Brazil,BRA,1997,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,2.56532309505306
Brazil,BRA,1996,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,0.470119481947906
Brazil,BRA,1995,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-1.97755699258065
Brazil,BRA,1994,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-9.38583202131984
Brazil,BRA,1993,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,10.3617375691331
Brazil,BRA,1992,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,2.67552112232963
Brazil,BRA,1991,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-2.2566867987084
Brazil,BRA,2010,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,3336
Brazil,BRA,2008,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,2707.5
Brazil,BRA,2005,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,1793.4
Brazil,BRA,2000,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,147.4
Brazil,BRA,1990,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,1930.7
Brazil,BRA,2018,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,329920
Brazil,BRA,2017,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,335960
Brazil,BRA,2016,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,339750
Brazil,BRA,2015,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,337890
Brazil,BRA,2014,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,333330
Brazil,BRA,2013,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,330240
Brazil,BRA,2012,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,334260
Brazil,BRA,2011,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,333930
Brazil,BRA,2010,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,335810
Brazil,BRA,2009,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,321000
Brazil,BRA,2008,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,318410
Brazil,BRA,2007,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,321150
Brazil,BRA,2006,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,322110
Brazil,BRA,2005,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,328430
Brazil,BRA,2004,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,323270
Brazil,BRA,2003,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,307820
Brazil,BRA,2002,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,295290
Brazil,BRA,2001,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,280000
Brazil,BRA,2000,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,268590
Brazil,BRA,1999,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,263870
Brazil,BRA,1998,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,262050
Brazil,BRA,1997,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,256380
Brazil,BRA,1996,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,251710
Brazil,BRA,1995,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,264090
Brazil,BRA,1994,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,259460
Brazil,BRA,1993,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,254580
Brazil,BRA,1992,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,254460
Brazil,BRA,1991,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,250260
Brazil,BRA,1990,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,242130
Brazil,BRA,1989,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,206009.151935758
Brazil,BRA,1988,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,201865.828571732
Brazil,BRA,1987,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,201195.927306403
Brazil,BRA,1986,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,192176.581320067
Brazil,BRA,1985,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,184605.474666271
Brazil,BRA,1984,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,183090.131792761
Brazil,BRA,1983,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,182115.250709466
Brazil,BRA,1982,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,182728.549770441
Brazil,BRA,1981,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,179450.108088937
Brazil,BRA,1980,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,178343.645257861
Brazil,BRA,1979,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,164248.045563711
Brazil,BRA,1978,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,161237.196841558
Brazil,BRA,1977,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,160137.246939449
Brazil,BRA,1976,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,160831.360086477
Brazil,BRA,1975,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,144423.221151313
Brazil,BRA,1974,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,138376.956880129
Brazil,BRA,1973,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,131433.204276234
Brazil,BRA,1972,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,130687.117914032
Brazil,BRA,1971,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,123039.212885306
Brazil,BRA,1970,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,126426.68994488
Brazil,BRA,1969,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,0
Brazil,BRA,2008,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,81.3515585079203
Brazil,BRA,2007,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,81.6531489156136
Brazil,BRA,2006,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,81.9931271477663
Brazil,BRA,2005,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,82.6613309171449
Brazil,BRA,2004,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,81.7411752806716
Brazil,BRA,2003,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,81.4985438178448
Brazil,BRA,2002,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,81.6552830240854
Brazil,BRA,2001,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,81.5280689494526
Brazil,BRA,2000,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,82.523734906443
Brazil,BRA,1999,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,81.7086765343407
Brazil,BRA,1998,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,82.3693971207644
Brazil,BRA,1997,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,82.4213978010673
Brazil,BRA,1996,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,82.6308187249688
Brazil,BRA,1995,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,84.7664901299952
Brazil,BRA,1994,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,83.384753824399
Brazil,BRA,1993,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,83.3404262284349
Brazil,BRA,1992,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,83.5500394011032
Brazil,BRA,1991,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,83.3727554385848
Brazil,BRA,1990,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,84.8864114429954
Brazil,BRA,1989,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,66.5283901929101
Brazil,BRA,1988,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,66.59359437726
Brazil,BRA,1987,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,64.1560462578293
Brazil,BRA,1986,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,66.4414508681542
Brazil,BRA,1985,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,66.6609401103053
Brazil,BRA,1984,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,68.2454028942534
Brazil,BRA,1983,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,64.9912569667813
Brazil,BRA,1982,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,66.2007194246985
Brazil,BRA,1981,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,66.9040743005508
Brazil,BRA,1980,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,64.7418204073274
Brazil,BRA,1979,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,64.6365926424428
Brazil,BRA,1978,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,65.8861302632624
Brazil,BRA,1977,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,69.4816972584538
Brazil,BRA,1976,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,64.6792246788694
Brazil,BRA,1975,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,64.8655832702957
Brazil,BRA,1974,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,66.9014522934143
Brazil,BRA,1973,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,68.0493332830604
Brazil,BRA,1972,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,64.5971390156897
Brazil,BRA,1971,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,67.892318962023
Brazil,BRA,1970,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,60.8590140152599
Brazil,BRA,2018,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,18260
Brazil,BRA,2017,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,18260
Brazil,BRA,2016,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,18250
